id	name	connectivity	gene_id	kme	module	TN_corr	Temperature_corr	NH3N_corr	TP_corr	TUB_corr	DO_corr	pH_corr	COD_corr	EC_corr	V_corr
g__Achlya	g__Achlya	0.9162501325876491	g__Achlya	0.4958	turquoise	-0.238	-0.291	0.106	-0.318	-0.393	0.081	0.0156	-0.316	0.276	-0.269
g__Actibacter	g__Actibacter	0.712332349746467	g__Actibacter	0.4407	turquoise	-0.0951	0.208	-0.0734	0.123	0.167	-0.191	-0.0334	0.0953	-0.034	0.188
g__ADurb.Bin063-1	g__ADurb.Bin063-1	14.095942937337801	g__ADurb.Bin063-1	0.836	turquoise	0.241	0.116	-0.0526	0.0677	0.319	-0.134	-0.0673	0.0659	-0.0468	0.1
g__Aeromonas	g__Aeromonas	0.7842514336334909	g__Aeromonas	0.4646	turquoise	-0.268	0.0121	-0.129	-0.132	-0.0467	-0.143	-0.105	-0.108	0.274	0.319
g__Aglaophenia	g__Aglaophenia	1.0937211804207498	g__Aglaophenia	0.523	turquoise	-0.247	-0.333	0.0586	-0.216	-0.196	0.181	-0.105	-0.123	0.0398	-0.163
g__Aglaothamnion	g__Aglaothamnion	16.7624848622313	g__Aglaothamnion	0.8578	turquoise	0.204	0.0589	-0.0343	0.0518	0.225	-0.149	0.0743	0.0219	-0.0876	-0.0721
g__Ahniella	g__Ahniella	5.21398501951636	g__Ahniella	0.7117	turquoise	0.0652	0.241	0.051	0.036	0.0438	-0.154	0.0332	0.0892	-0.0545	-0.0483
g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	1.39148490061111	g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.5453	turquoise	-0.0874	0.277	-0.101	-0.156	-0.228	0.0954	0.0039	-0.0945	-0.0431	-0.128
g__Altererythrobacter	g__Altererythrobacter	5.27740282033765	g__Altererythrobacter	0.7056	turquoise	-0.121	-0.269	-0.0586	-0.128	0.0106	0.147	-0.0376	-0.0509	0.158	0.0926
g__Amphicaryon	g__Amphicaryon	0.6558489449367328	g__Amphicaryon	0.3621	turquoise	0.367	0.147	0.199	0.378	0.453	-0.305	-0.166	0.273	-0.172	0.224
g__Amphiroa	g__Amphiroa	1.14115579374704	g__Amphiroa	0.4298	turquoise	-0.193	0.272	-0.0413	0.206	0.156	-0.147	-0.0488	0.157	-0.181	0.46
g__Antarctophiline	g__Antarctophiline	16.4825192160706	g__Antarctophiline	0.8615	turquoise	-0.0457	0.121	-0.0557	0.112	0.143	-0.0299	0.0438	-0.0405	-0.0103	0.236
g__Anuraeopsis	g__Anuraeopsis	0.497295938440803	g__Anuraeopsis	0.4098	turquoise	-0.083	0.358	-0.0837	0.0486	0.0185	-0.292	-0.14	0.326	-0.464	0.111
g__Apiospora	g__Apiospora	0.5119500487631571	g__Apiospora	0.4283	turquoise	-0.121	-0.352	-0.0667	-0.271	-0.249	0.0179	0.0116	-0.124	0.278	-0.198
g__Apodachlya	g__Apodachlya	9.34622906436291	g__Apodachlya	0.7654	turquoise	-0.236	-0.144	-0.105	-0.208	-0.174	-0.0718	-0.0757	-0.0753	0.163	-0.105
g__Aquicella	g__Aquicella	1.1209030433520801	g__Aquicella	0.4785	turquoise	0.433	0.324	0.211	0.0199	0.023	-0.199	-0.152	0.0536	-0.181	-0.0742
g__Arenimonas	g__Arenimonas	0.27062759305571205	g__Arenimonas	0.2943	turquoise	-0.181	-0.272	-0.303	-0.147	-0.11	0.0577	0.107	-0.27	0.541	0.101
g__Areschougia	g__Areschougia	0.34746206414803604	g__Areschougia	0.371	turquoise	0.229	0.284	-0.0461	0.101	-0.055	-0.0821	-0.0487	0.0408	-0.164	-0.182
g__Armatimonas	g__Armatimonas	0.5825986680728511	g__Armatimonas	0.3858	turquoise	-0.174	-0.608	-0.0441	-0.251	-0.317	0.321	0.17	-0.278	0.419	-0.177
g__Arthrocladium	g__Arthrocladium	0.498809288899029	g__Arthrocladium	0.4215	turquoise	-0.0523	-0.316	0.165	-0.11	-0.0827	0.0358	-0.0135	-0.123	0.29	0.071
g__Aspergillus	g__Aspergillus	0.535895760441932	g__Aspergillus	0.4189	turquoise	-0.318	-0.385	-0.135	-0.335	-0.167	0.323	0.0461	-0.324	0.312	0.0821
g__Asperococcus	g__Asperococcus	13.709089356371901	g__Asperococcus	0.8384	turquoise	-0.11	-0.25	0.0076	0.364	0.256	0.0491	0.203	0.0206	0.136	0.0686
g__Aurantimicrobium	g__Aurantimicrobium	0.8480190282539879	g__Aurantimicrobium	0.4287	turquoise	-0.308	-0.438	-0.109	-0.427	-0.384	0.0689	-0.125	-0.203	0.433	-0.129
g__Aurantisolimonas	g__Aurantisolimonas	4.999758231125179	g__Aurantisolimonas	0.6866	turquoise	-0.103	-0.109	-0.0234	-0.127	-0.0913	0.0689	-0.018	-0.0737	0.253	0.0042
g__Aurelia	g__Aurelia	0.534347431443159	g__Aurelia	0.3545	turquoise	-0.439	-0.284	-0.117	-0.341	-0.215	0.108	0.0518	-0.262	0.453	0.139
g__Azospira	g__Azospira	1.0526973884281499	g__Azospira	0.4393	turquoise	0.205	0.235	0.432	0.0043	0.0022	-0.179	-0.215	-0.0002	-0.143	-0.0858
g__Bachelotia	g__Bachelotia	0.8449895676663421	g__Bachelotia	0.452	turquoise	-0.207	0.191	-0.0903	-0.195	-0.22	-0.0095	-0.0683	0.0654	-0.0498	-0.0653
g__Balella	g__Balella	15.4462321904566	g__Balella	0.8513	turquoise										
g__Bathyomphalus	g__Bathyomphalus	5.5539353568277	g__Bathyomphalus	0.6854	turquoise	-0.0632	0.108	-0.0343	-0.0457	-0.0127	-0.133	0.0927	-0.0641	-0.0943	-0.105
g__Blackfordia	g__Blackfordia	1.04974358181074	g__Blackfordia	0.5097	turquoise	-0.235	0.188	-0.0681	-0.137	-0.112	-0.0877	-0.0583	0.18	-0.0754	-0.135
g__Blastocatella	g__Blastocatella	7.33151701529484	g__Blastocatella	0.7456	turquoise	-0.0705	-0.183	-0.0339	-0.107	-0.086	0.0442	0.0426	-0.125	0.0783	-0.163
g__Brevifollis	g__Brevifollis	2.7243260815765398	g__Brevifollis	0.6228	turquoise	0.0676	0.329	0.142	-0.041	-0.0304	-0.221	-0.0892	0.0032	-0.171	0.128
g__Bryobacter	g__Bryobacter	4.897738234933501	g__Bryobacter	0.6885	turquoise	0.318	0.158	0.199	-0.0161	0.0185	-0.162	-0.218	-0.0744	-0.163	-0.152
g__Bulinus	g__Bulinus	0.222681451041299	g__Bulinus	0.3607	turquoise	-0.125	0.205	0.243	-0.165	-0.15	-0.218	-0.0169	-0.151	0.0171	-0.121
g__Burkholderia-Caballeronia-Paraburkholderia	g__Burkholderia-Caballeronia-Paraburkholderia	0.461345172062765	g__Burkholderia-Caballeronia-Paraburkholderia	0.3238	turquoise	0.456	0.218	0.144	0.3	0.318	-0.114	-0.0179	0.231	-0.329	0.0242
g__Burnupia	g__Burnupia	0.306318564760377	g__Burnupia	0.3648	turquoise	-0.0366	0.0446	-0.0603	0.0606	-0.0922	0.017	0.13	-0.156	0.0512	0.198
g__Butyriboletus	g__Butyriboletus	0.771013160835397	g__Butyriboletus	0.487	turquoise	-0.0641	0.472	-0.0741	-0.0349	-0.0864	-0.305	-0.21	0.37	-0.327	0.102
g__C39	g__C39	8.23062005330581	g__C39	0.7377	turquoise	-0.0827	0.149	-0.0577	0.146	0.119	0.0183	0.0142	-0.0858	0.0054	0.397
g__Caecitellus	g__Caecitellus	0.963616422623695	g__Caecitellus	0.4	turquoise	-0.406	-0.091	-0.13	-0.281	-0.279	-0.0018	0.0203	-0.201	0.203	-0.0049
g__Cafeteria	g__Cafeteria	1.16316542192828	g__Cafeteria	0.5031	turquoise	-0.114	0.119	-0.0873	-0.199	-0.197	-0.288	-0.113	-0.0761	0.102	-0.105
g__Calliblepharis	g__Calliblepharis	9.700125346831289	g__Calliblepharis	0.7734	turquoise	-0.0846	-0.233	-0.0548	-0.128	-0.164	0.132	0.0542	-0.241	0.146	-0.127
g__Callithamnion	g__Callithamnion	1.67896293927898	g__Callithamnion	0.5658	turquoise	0.299	0.232	-0.0896	0.0818	0.122	-0.124	-0.0858	0.107	-0.218	0.0274
g__Callyspongia	g__Callyspongia	3.6390636171359403	g__Callyspongia	0.632	turquoise	0.263	0.031	-0.0518	-0.0298	0.116	-0.147	0.0262	-0.0084	-0.0762	-0.124
g__Calycofera	g__Calycofera	2.01337221970642	g__Calycofera	0.566	turquoise	-0.165	0.1	-0.0418	-0.0698	-0.117	-0.0053	0.0826	-0.176	0.0416	0.448
g__Candidatus_Aquiluna	g__Candidatus_Aquiluna	1.56748313046251	g__Candidatus_Aquiluna	0.3583	turquoise	0.132	0.671	0.0018	0.344	0.368	-0.364	0.0096	0.308	-0.344	0.276
g__Candidatus_Aquirestis	g__Candidatus_Aquirestis	0.45562106219654	g__Candidatus_Aquirestis	0.3862	turquoise	0.338	-0.0289	0.0824	0.201	0.0975	0.042	0.158	-0.0055	0.044	-0.196
g__Candidatus_Berkiella	g__Candidatus_Berkiella	0.9343907342434159	g__Candidatus_Berkiella	0.4754	turquoise	-0.0023	-0.0428	-0.0589	-0.0812	-0.159	0.108	0.0653	-0.204	0.0217	-0.156
g__Candidatus_Paracaedibacter	g__Candidatus_Paracaedibacter	0.8462618907222879	g__Candidatus_Paracaedibacter	0.4655	turquoise	-0.0946	0.0668	-0.0717	-0.136	-0.167	0.267	0.257	-0.108	0.0068	-0.123
g__Canistrocarpus	g__Canistrocarpus	0.284191191961927	g__Canistrocarpus	0.3473	turquoise	-0.0608	-0.546	-0.0217	-0.277	-0.366	0.379	0.201	-0.33	0.37	-0.172
g__Cellvibrio	g__Cellvibrio	11.315799137395599	g__Cellvibrio	0.8197	turquoise	0.0408	0.0347	-0.0712	-0.0778	-0.0042	0.136	0.0789	0.0808	-0.183	-0.189
g__Cetobacterium	g__Cetobacterium	0.305358060942281	g__Cetobacterium	0.3454	turquoise	-0.295	-0.31	-0.126	-0.331	-0.156	0.145	0.123	-0.263	0.482	0.213
g__Chaetoceros	g__Chaetoceros	0.216637906116145	g__Chaetoceros	0.3117	turquoise	-0.0581	0.275	-0.0883	-0.0133	-0.103	-0.461	-0.24	0.148	-0.121	0.0195
g__Chitinibacter	g__Chitinibacter	6.00114346843683	g__Chitinibacter	0.7035	turquoise	0.102	0.12	-0.0176	0.187	0.0742	-0.366	-0.263	0.365	-0.0105	0.228
g__Chitinivorax	g__Chitinivorax	2.56825072058942	g__Chitinivorax	0.6095	turquoise	-0.168	0.111	-0.0587	-0.0529	-0.09	-0.0765	0.0328	-0.176	0.126	0.122
g__Chlamydomyzium	g__Chlamydomyzium	2.5466903117798303	g__Chlamydomyzium	0.614	turquoise	0.0036	0.153	-0.069	-0.104	-0.0999	-0.119	-0.0263	-0.0187	-0.0386	0.0608
g__Chroococcidiopsis_PCC_7203	g__Chroococcidiopsis_PCC_7203	0.83483749234451	g__Chroococcidiopsis_PCC_7203	0.4701	turquoise	0.1	-0.0237	-0.0528	-0.0649	-0.0265	-0.153	-0.256	0.0886	0.0338	-0.0803
g__Chrysaora	g__Chrysaora	12.0483263102095	g__Chrysaora	0.8192	turquoise	-0.0755	0.293	-0.0475	0.016	0.0008	-0.0688	0.122	0.0226	-0.0641	-0.23
g__Chrysoparadoxa	g__Chrysoparadoxa	11.313872676890302	g__Chrysoparadoxa	0.8252	turquoise	-0.299	-0.0027	-0.195	-0.203	-0.156	-0.198	-0.0098	-0.037	0.189	0.134
g__Chthoniobacter	g__Chthoniobacter	0.633410079369073	g__Chthoniobacter	0.4501	turquoise	0.134	0.008	-0.266	-0.153	-0.183	0.0494	0.147	-0.295	0.0378	-0.157
g__Cladonema	g__Cladonema	0.283278578976347	g__Cladonema	0.3178	turquoise	-0.1	-0.0395	-0.0753	-0.0287	0.0144	0.0204	0.0438	-0.139	0.0984	0.161
g__Cladosiphon	g__Cladosiphon	5.1384618405311295	g__Cladosiphon	0.6745	turquoise	-0.573	-0.166	-0.197	-0.352	-0.321	0.0928	0.101	-0.209	0.496	0.181
g__Clarkcomanthus	g__Clarkcomanthus	0.742436599861077	g__Clarkcomanthus	0.4607	turquoise	-0.198	-0.151	-0.08	-0.22	-0.179	0.0067	-0.0687	-0.0862	0.215	-0.0253
g__Cloacibacterium	g__Cloacibacterium	0.305762569224105	g__Cloacibacterium	0.3686	turquoise	0.0757	0.378	-0.0543	0.295	0.266	-0.359	-0.263	0.261	-0.121	0.17
g__Cloeon	g__Cloeon	5.821255927755249	g__Cloeon	0.7085	turquoise	-0.0665	0.171	-0.0414	0.0954	-0.0436	-0.131	-0.118	0.178	-0.0128	0.285
g__Clostridium_sensu_stricto_1	g__Clostridium_sensu_stricto_1	0.743485650627255	g__Clostridium_sensu_stricto_1	0.471	turquoise	0.242	-0.366	0.0507	0.118	0.131	0.33	0.195	-0.211	0.255	-0.0645
g__Clytia	g__Clytia	1.4028953173063001	g__Clytia	0.5411	turquoise	-0.0959	0.0338	-0.0942	0.078	-0.0755	-0.179	-0.22	0.137	0.0476	0.214
g__Cochliopodium	g__Cochliopodium	0.34071319149433693	g__Cochliopodium	0.3879	turquoise	-0.356	0.0115	-0.18	-0.101	-0.161	-0.0303	0.0794	-0.108	0.163	0.109
g__Comamonas	g__Comamonas	0.285514038346852	g__Comamonas	0.3509	turquoise	-0.134	0.148	-0.103	-0.12	-0.127	-0.131	-0.225	0.115	-0.057	-0.232
g__Copromyxa	g__Copromyxa	3.5212434495241	g__Copromyxa	0.6274	turquoise	-0.498	-0.135	-0.128	-0.35	-0.325	0.138	0.0791	-0.294	0.305	0.181
g__Coryne	g__Coryne	1.06206834669992	g__Coryne	0.5093	turquoise	0.0147	-0.0803	-0.166	-0.0932	-0.152	0.238	0.26	-0.177	0.0669	-0.0642
g__Corynespora	g__Corynespora	11.079468192943699	g__Corynespora	0.7907	turquoise	-0.0596	-0.256	-0.0421	-0.106	-0.143	0.113	0.0387	-0.204	0.106	-0.192
g__Craspedocarpus	g__Craspedocarpus	2.44811704704024	g__Craspedocarpus	0.5893	turquoise	-0.218	0.0608	-0.0237	-0.0723	-0.0085	0.0283	0.16	-0.0886	0.0674	0.341
g__Cribrochalina	g__Cribrochalina	4.7720519075221395	g__Cribrochalina	0.6712	turquoise	-0.321	-0.335	-0.108	-0.4	-0.331	0.343	0.267	-0.339	0.328	-0.184
g__Cricotopus	g__Cricotopus	0.7847562023368059	g__Cricotopus	0.4897	turquoise	-0.0891	0.0696	-0.113	-0.122	-0.108	-0.203	-0.0585	0.0308	0.0227	0.0064
g__Cunea	g__Cunea	0.41849934793898097	g__Cunea	0.3784	turquoise	0.173	0.362	0.0804	0.0551	-0.0492	-0.341	-0.406	0.299	-0.372	-0.139
g__Cylindrospermopsis_CRJ1	g__Cylindrospermopsis_CRJ1	0.900161876462352	g__Cylindrospermopsis_CRJ1	0.4607	turquoise	0.444	0.275	-0.0918	0.428	0.431	-0.442	-0.157	0.449	-0.467	-0.0618
g__Cytophaga	g__Cytophaga	0.976159281403292	g__Cytophaga	0.4168	turquoise	-0.231	0.171	-0.0553	-0.0543	-0.0677	-0.0141	-0.143	-0.0414	0.0368	0.518
g__Dasya	g__Dasya	0.467481417418775	g__Dasya	0.3429	turquoise	0.251	0.522	0.189	0.0626	0.0068	-0.24	-0.0967	0.0697	-0.416	0.0111
g__Dasysiphonia	g__Dasysiphonia	6.64496745795653	g__Dasysiphonia	0.7437	turquoise	0.2	0.323	-0.0854	0.278	0.223	-0.345	-0.124	0.142	-0.133	0.107
g__Dechloromonas	g__Dechloromonas	1.56704264855495	g__Dechloromonas	0.5141	turquoise	0.21	0.398	0.221	0.373	0.473	-0.274	0.049	0.193	-0.199	0.18
g__Defluviimonas	g__Defluviimonas	8.140489507320991	g__Defluviimonas	0.6753	turquoise	0.266	0.127	-0.0574	0.0664	0.336	-0.151	-0.0794	0.0708	-0.0516	0.126
g__Desmacella	g__Desmacella	0.178212343147653	g__Desmacella	0.3012	turquoise	-0.0225	-0.165	0.284	-0.149	-0.329	-0.0966	-0.188	-0.077	0.0686	-0.367
g__Desulfobulbus	g__Desulfobulbus	8.05204068627868	g__Desulfobulbus	0.7323	turquoise	0.177	0.0861	-0.0477	0.207	0.368	-0.105	0.0121	0.0853	-0.0444	0.0707
g__Devosia	g__Devosia	3.01977750586256	g__Devosia	0.6488	turquoise	-0.0964	0.236	-0.0816	-0.0372	-0.0825	-0.151	-0.241	0.133	-0.0319	-0.0573
g__Dictyuchus	g__Dictyuchus	1.52021008356107	g__Dictyuchus	0.5009	turquoise	-0.264	-0.406	-0.0972	-0.324	-0.25	0.206	-0.0575	-0.249	0.309	-0.0932
g__Dinghuibacter	g__Dinghuibacter	0.7891845872084291	g__Dinghuibacter	0.3934	turquoise	-0.248	-0.0151	-0.132	-0.16	-0.185	0.0931	0.0924	-0.197	0.177	-0.0127
g__Dongia	g__Dongia	6.428304144086269	g__Dongia	0.7308	turquoise	0.0482	0.12	-0.0512	-0.0589	-0.0068	0.114	0.192	-0.0619	-0.001	-0.0303
g__Dugesia	g__Dugesia	1.88825121859434	g__Dugesia	0.5598	turquoise	-0.17	0.083	-0.0734	-0.117	-0.0472	-0.208	-0.0793	0.004	0.0727	0.0474
g__Durvillaea	g__Durvillaea	3.1679146650641203	g__Durvillaea	0.6374	turquoise	-0.328	-0.109	-0.102	-0.252	-0.112	0.154	0.0951	-0.316	0.285	0.18
g__Egregia	g__Egregia	12.1508009054487	g__Egregia	0.8183	turquoise	-0.124	0.149	-0.0429	-0.021	-0.0318	-0.0346	0.0062	-0.0828	0.0056	0.363
g__Emplectonema	g__Emplectonema	18.062397785451502	g__Emplectonema	0.8768	turquoise	-0.183	0.136	-0.0326	-0.0832	-0.0731	-0.344	-0.336	0.31	-0.0679	-0.086
g__Emticicia	g__Emticicia	4.22428204253932	g__Emticicia	0.68	turquoise	0.0044	0.157	-0.0816	-0.0267	-0.0384	0.0555	-0.0332	0.11	-0.0315	0.0256
g__Ensifer	g__Ensifer	16.1756208031531	g__Ensifer	0.8586	turquoise	0.16	0.0751	-0.0343	-0.019	0.131	-0.104	-0.093	0.0268	-0.038	0.0258
g__Enterobacter	g__Enterobacter	1.25247196677053	g__Enterobacter	0.4935	turquoise	0.025	0.204	-0.0489	-0.0335	0.0403	0.252	0.192	0.152	-0.166	-0.073
g__Erysipelothrix	g__Erysipelothrix	12.565861784911402	g__Erysipelothrix	0.8134	turquoise	0.107	0.175	-0.0036	0.142	0.244	-0.156	-0.128	0.138	-0.113	0.184
g__Eucheilota	g__Eucheilota	8.623826076366509	g__Eucheilota	0.7675	turquoise	-0.0674	0.293	-0.0762	0.0996	0.0288	-0.119	0.0141	0.11	-0.149	-0.127
g__Euphysilla	g__Euphysilla	2.4447160030643196	g__Euphysilla	0.5718	turquoise	-0.129	0.286	-0.0736	-0.107	-0.133	-0.195	-0.104	0.193	-0.168	-0.16
g__Eurypon	g__Eurypon	0.174102353865077	g__Eurypon	0.2976	turquoise	-0.184	0.174	-0.0519	-0.0975	0.0187	-0.159	0.13	-0.128	-0.0217	-0.0293
g__Fastosarion	g__Fastosarion	0.645029875874686	g__Fastosarion	0.3847	turquoise	-0.264	-0.214	-0.0575	-0.257	-0.159	0.108	0.23	-0.199	0.323	0.0768
g__Ferruginibacter	g__Ferruginibacter	1.49217278020648	g__Ferruginibacter	0.5251	turquoise	-0.0452	-0.339	-0.0631	-0.243	-0.0296	0.231	0.218	-0.238	0.265	0.0018
g__Filopaludina	g__Filopaludina	3.2171071437248795	g__Filopaludina	0.5961	turquoise	-0.409	-0.182	-0.0852	-0.269	-0.284	-0.123	-0.147	-0.0433	0.261	-0.116
g__Flavihumibacter	g__Flavihumibacter	1.1099939201150801	g__Flavihumibacter	0.4952	turquoise	-0.106	0.0242	-0.0159	-0.168	-0.118	-0.0187	-0.0515	-0.109	-0.0287	-0.127
g__Fucus	g__Fucus	9.20710925665716	g__Fucus	0.7914	turquoise	0.135	0.0782	-0.0232	0.163	-0.0475	-0.415	-0.35	0.378	-0.0156	0.0028
g__FukuN57	g__FukuN57	2.73109379932546	g__FukuN57	0.3621	turquoise	0.19	0.824	0.167	0.279	0.253	-0.436	-0.0962	0.244	-0.419	0.261
g__Gaiella	g__Gaiella	2.87185399532737	g__Gaiella	0.6156	turquoise	0.161	-0.0045	0.0499	-0.0879	0.0525	-0.0861	-0.0823	-0.103	0.0147	-0.23
g__Galeripora	g__Galeripora	9.949260473023118	g__Galeripora	0.784	turquoise	-0.149	0.124	-0.0456	-0.0096	-0.0344	0.0056	-0.0088	-0.106	-0.0092	0.391
g__Gelidium	g__Gelidium	6.40502428090515	g__Gelidium	0.7303	turquoise	-0.008	0.207	-0.0785	0.058	-0.081	0.106	0.0739	-0.181	-0.0264	-0.0788
g__Gemmobacter	g__Gemmobacter	0.7875915308364029	g__Gemmobacter	0.4465	turquoise	0.0481	0.492	0.129	0.246	0.218	-0.186	-0.0832	0.15	-0.201	0.214
g__Geobacter	g__Geobacter	3.42029768880235	g__Geobacter	0.5994	turquoise	0.205	0.107	-0.0312	0.221	0.249	-0.275	-0.201	0.306	-0.0682	0.138
g__Geothermobacter	g__Geothermobacter	3.39398818024701	g__Geothermobacter	0.652	turquoise	0.0096	0.0312	-0.0641	0.12	0.181	-0.116	0.154	0.131	0.0873	0.02
g__Glaphyrymenia	g__Glaphyrymenia	6.8052548053823605	g__Glaphyrymenia	0.6966	turquoise	-0.0904	0.134	-0.0342	-0.0223	-0.0251	-0.046	0.0117	-0.0578	0.011	0.287
g__Gracilaria	g__Gracilaria	2.8613439720850895	g__Gracilaria	0.6409	turquoise	-0.091	-0.0002	-0.133	-0.0418	0.0638	-0.0336	0.317	-0.0514	-0.0591	-0.213
g__Grandidierella	g__Grandidierella	2.96045156893156	g__Grandidierella	0.6174	turquoise	-0.211	0.0592	-0.0539	-0.103	-0.103	-0.0957	0.0215	-0.0046	0.0256	0.202
g__Grateloupia	g__Grateloupia	0.5685170697848471	g__Grateloupia	0.3536	turquoise	-0.0428	0.0359	-0.0048	0.025	-0.123	0.0468	-0.04	-0.0902	-0.0228	0.358
g__Halomonas	g__Halomonas	3.11028699263452	g__Halomonas	0.6109	turquoise	0.335	0.368	0.217	0.474	0.498	-0.448	-0.268	0.352	-0.275	0.142
g__Halopsis	g__Halopsis	14.4763565695148	g__Halopsis	0.8348	turquoise	-0.201	-0.143	-0.0494	-0.119	-0.113	0.0442	0.101	-0.252	0.196	-0.124
g__Haplogloia	g__Haplogloia	0.38228412580011406	g__Haplogloia	0.4032	turquoise	-0.085	0.0427	-0.0226	-0.0047	-0.0297	-0.248	-0.284	0.354	-0.254	-0.218
g__Hartmannella	g__Hartmannella	0.9302427709531851	g__Hartmannella	0.4554	turquoise	-0.275	0.305	-0.118	-0.123	-0.0478	-0.233	0.0365	-0.159	0.0018	0.261
g__Helicopsis	g__Helicopsis	1.7983997348123602	g__Helicopsis	0.4765	turquoise	-0.108	0.157	-0.0478	-0.0581	-0.0431	-0.17	0.101	-0.103	-0.11	-0.0403
g__Herposiphonia	g__Herposiphonia	0.503650447566289	g__Herposiphonia	0.4172	turquoise	-0.216	-0.165	-0.0832	-0.22	-0.245	-0.102	-0.14	-0.105	0.174	-0.149
g__Heterosiphonia	g__Heterosiphonia	1.5325481508144598	g__Heterosiphonia	0.5417	turquoise	0.493	0.269	0.0592	0.138	0.0541	-0.22	-0.214	0.0758	-0.306	-0.195
g__Hirschia	g__Hirschia	2.50510207982185	g__Hirschia	0.5323	turquoise	0.275	0.513	0.0672	0.285	0.259	-0.188	0.16	0.126	-0.264	0.13
g__Hyaloperonospora	g__Hyaloperonospora	0.939271963545271	g__Hyaloperonospora	0.4872	turquoise	-0.324	0.156	-0.13	-0.0667	-0.199	0.067	0.272	-0.175	0.0428	0.154
g__Hydroclathrus	g__Hydroclathrus	0.34076719204157396	g__Hydroclathrus	0.3556	turquoise	-0.305	-0.267	-0.0889	-0.304	-0.207	0.0729	-0.117	-0.125	0.308	0.111
g__Hydrogenophaga	g__Hydrogenophaga	0.39993754447605795	g__Hydrogenophaga	0.2977	turquoise	0.26	0.552	0.046	0.312	0.196	-0.318	-0.0511	0.189	-0.242	0.0568
g__Hyphochytrium	g__Hyphochytrium	4.65203164454147	g__Hyphochytrium	0.667	turquoise	-0.104	-0.122	-0.0469	-0.0949	-0.0933	0.186	0.0832	-0.145	0.0322	0.0206
